id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
8439.0,tt0340468,0.136897,0.0,217201.0,Ã”nibus 174,Yvonne Bezerra de Mello|Sandro do Nascimento|Rodrigo Pimentel|Luiz Eduardo Soares,,JosÃ© Padilha|Felipe Lacerda,,slum|rio de janeiro|bus hijacking|teacher,"Documentary depicts what happened in Rio de Janeiro on June 12th 2000, when bus 174 was taken by an armed young man, threatening to shoot all the passengers. Transmitted live on all Brazilian TV networks, this shocking and tragic-ending event became one of violence's most shocking portraits, and one of the scariest examples of police incompetence and abuse in recent years.",150.0,Documentary|Foreign,Zazen ProduÃ§Ãµes,2002-10-08,13.0,7.6,2002.0,0.0,263304.386955776
51452.0,tt0432232,0.090605,0.0,0.0,The Century of the Self,Martin Bergmann|Ann Bernays|Edward Bernays|Anna Freud|Sigmund Freud,,Adam Curtis,,tv mini-series,A documentary about the rise of psychoanalysis as a powerful mean of persuasion for both governments and corporations.,235.0,Documentary,British Broadcasting Corporation (BBC)|RDF Media,2002-03-17,14.0,8.3,2002.0,0.0,0.0
680.0,tt0110912,8.09375399999999,8000000.0,213928762.0,Pulp Fiction,John Travolta|Samuel L. Jackson|Uma Thurman|Bruce Willis|Ving Rhames,,Quentin Tarantino,Just because you are a character doesn't mean you have character.,transporter|brothel|drug dealer|boxer|massage,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",154.0,Thriller|Crime,Miramax Films|A Band Apart|Jersey Films,1994-10-14,5343.0,8.1,1994.0,11768892.4927853,314713075.136581
278.0,tt0111161,7.192039,25000000.0,28341469.0,The Shawshank Redemption,Tim Robbins|Morgan Freeman|Bob Gunton|William Sadler|Clancy Brown,,Frank Darabont,Fear can hold you prisoner. Hope can set you free.,prison|corruption|police brutality|prison cell|delinquent,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",142.0,Drama|Crime,Castle Rock Entertainment,1994-09-10,5754.0,8.4,1994.0,36777789.039954,41693462.7185759
13.0,tt0109830,6.715966,55000000.0,677945399.0,Forrest Gump,Tom Hanks|Robin Wright|Gary Sinise|Mykelti Williamson|Sally Field,,Robert Zemeckis,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",vietnam veteran|hippie|mentally disabled|running|based on novel,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",142.0,Comedy|Drama|Romance,Paramount Pictures,1994-07-06,4856.0,8.1,1994.0,80911135.8878989,997333314.601179
8587.0,tt0110357,4.78268799999999,45000000.0,788241776.0,The Lion King,Jonathan Taylor Thomas|Matthew Broderick|James Earl Jones|Jeremy Irons|Moira Kelly,http://movies.disney.com/the-lion-king,Roger Allers|Rob Minkoff,Life's greatest adventure is finding your place in the Circle of Life.,loss of parents|wild boar|uncle|shaman|redemption,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,89.0,Family|Animation|Drama,Walt Disney Pictures|Walt Disney Feature Animation,1994-06-23,3489.0,7.7,1994.0,66200020.2719173,1159591590.00826
15097.0,tt0109440,0.328583,0.0,0.0,La citÃ© de la peur,Sam Karmann|Alain Chabat|Jean-Christophe Bouvet|Chantal Lauby|Dominique Farrugia,,Alain BerbÃ©rian,,france|film festivals|serial killer,"A second-class horror movie has to be shown at Cannes Film Festival, but, before each screening, the projectionist is killed by a mysterious fellow, with hammer and sickle, just as it happens in the film to be shown.",93.0,Comedy,Le Studio Canal+|TÃ©lÃ©ma Productions|M6 Films|France 3 Cinema,1994-03-09,110.0,7.8,1994.0,0.0,0.0
68718.0,tt1853728,5.944518,100000000.0,425368238.0,Django Unchained,Jamie Foxx|Christoph Waltz|Leonardo DiCaprio|Kerry Washington|Samuel L. Jackson,http://unchainedmovie.com/,Quentin Tarantino,"Life, liberty and the pursuit of vengeance.",bounty hunter|hero|plantation|society|friendship,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",165.0,Drama|Western,Columbia Pictures|The Weinstein Company,2012-12-25,7375.0,7.7,2012.0,94974428.1352245,403991051.509381
84892.0,tt1659337,2.046884,13000000.0,33400000.0,The Perks of Being a Wallflower,Logan Lerman|Emma Watson|Ezra Miller|Paul Rudd|Nina Dobrev,http://perks-of-being-a-wallflower.com/,Stephen Chbosky,We are infinite.,shyness|secret|kiss|freshman|coming of age,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",102.0,Drama|Romance,Summit Entertainment|Mr. Mudd Production,2012-09-20,1727.0,7.6,2012.0,12346675.6575791,31721458.997165
123025.0,tt2313197,1.686513,3500000.0,0.0,"Batman: The Dark Knight Returns, Part 1",Peter Weller|Ariel Winter|David Selby|Wade Williams|Michael McKean,,Jay Oliva,Old heroes never die. They just get darker.,future|based on graphic novel|dystopic future|super powers,"Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?",76.0,Action|Animation,DC Comics|Warner Bros. Animation|Warner Premiere|DC Entertainment,2012-09-06,248.0,7.6,2012.0,3324104.98473286,0.0
83666.0,tt1748122,1.661091,16000000.0,68263166.0,Moonrise Kingdom,Bruce Willis|Edward Norton|Jared Gilman|Kara Hayward|Bill Murray,http://www.moonrisekingdom.com,Wes Anderson,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,erection|new england|first love|eye patch|search party,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore â€“ and the peaceful island community is turned upside down in more ways than anyone can handle.",94.0,Comedy|Drama|Romance,Scott Rudin Productions|Indian Paintbrush|American Empirical Pictures|Moonrise,2012-05-16,976.0,7.6,2012.0,15195908.5016359,64832551.535499
140420.0,tt2388725,1.182679,0.0,0.0,Paperman,John Kahrs|Kari Wahlgren|Jeff Turley|Jack Goldenberg,http://www.disneyanimation.com/projects/shorts/paperman/,John Kahrs,"Delicate, charming and sweet.",train station|skyscraper|black and white|paper airplane|office romance,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,7.0,Animation|Family|Romance,Disney,2012-11-02,507.0,8.0,2012.0,0.0,0.0
123024.0,tt2305700,0.52052,0.0,0.0,London 2012 Olympic Opening Ceremony: Isles of Wonder,Queen Elizabeth II|Mike Oldfield|Kenneth Branagh|J. K. Rowling|Paul McCartney,http://www.london2012.com/,Danny Boyle,Inspire a generation.,,"The London 2012 Olympic Games Opening Ceremony took place at 9pm on 27 July 2012. Titled 'Isles of Wonder', the Ceremony welcomed the finest athletes from more than 200 nations for the start of the London 2012 Olympic Games, marking an historic third time the capital has hosted the worldâ€™s biggest and most important sporting event. The Opening Ceremony reflected the key themes and priorities of the London 2012 Games, based on sport, inspiration, youth and urban transformation. It was a Ceremony 'for everyone' and celebrated contributions the UK has made to the world through innovation and revolution, as well as the creativity and exuberance of British people.",220.0,,BBC,2012-07-27,12.0,8.3,2012.0,0.0,0.0
84185.0,tt1579361,0.204304,0.0,1328467.0,Chasing Ice,James Balog|Svavar Jonatansson|Adam LeWinter|Louie Psihoyos|Kitty Boone,http://chasingice.com/,Jeff Orlowski,,climate change|global warming|glacier|global climate change|field research,"When National Geographic photographer James Balog asked, â€œHow can one take a picture of climate change?â€ his attention was immediately drawn to ice. Soon he was asked to do a cover story on glaciers that became the most popular and well-read piece in the magazine during the last five years. But for Balog, that story marked the beginning of a much larger and longer-term project that would reach epic proportions.",74.0,Documentary,Diamond Docs|Exposure,2012-10-01,43.0,7.7,2012.0,0.0,1261703.93621517
84334.0,tt2125608,0.173477,0.0,0.0,Searching for Sugar Man,Dennis Coffey|Rodriguez|Stephen Segerman|Mike Theodore|Malik Bendjelloul,http://www.sonyclassics.com/searchingforsugarman/,Malik Bendjelloul,Great Art Always Survives,1970s|mayor|south africa|musician|icon,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock 'n' roller, Rodriguez. The film won Best Documentary at the 85th Academy Awards.",85.0,Documentary|Music,Passion Pictures|Red Box Films|Canfield Pictures,2012-06-30,190.0,7.9,2012.0,0.0,0.0
369145.0,,0.167501,0.0,0.0,Doctor Who: The Snowmen,Matt Smith|Jenna Coleman|Richard E. Grant|Ian McKellen|Neve McIntosh,,,,,"Christmas Eve, 1892, and the falling snow is the stuff of fairy tales. When the fairytale becomes a nightmare and a chilling menace threatens Earth, an unorthodox young governess, Clara, calls on the Doctor for help. But the Doctor is in mourning, reclusive and determined not to engage in the problems of the universe. As old friends return, will the Doctor really abandon humankind, or will he fight to save the world and Christmas from the icy clutches of this mysterious menace?",60.0,,BBC Television UK,2012-12-25,10.0,7.8,2012.0,0.0,0.0
111349.0,tt2178476,0.162227,0.0,0.0,One Direction: Up All Night - The Live Tour,Louis Tomlinson|Niall Horan|Abbes Zahmani|Liam Payne|Harry Styles,http://onedirectionmusic.com,Andy Saunders,,,"Up All Night: The Live Tour is a DVD release from the British-Irish boy band One Direction, which was released on 28 May 2012. The video concert DVD was recorded as part of One Direction's Up All Night Tour at the International Centre in Bournemouth, includes songs from their multi-platinum debut album Up All Night and five covers, including ""I Gotta Feeling"", ""Stereo Hearts"", ""Valerie"", ""Torn"" and ""Use Somebody"".",73.0,Music|Documentary,,2012-05-16,10.0,8.3,2012.0,0.0,0.0
191489.0,tt2290153,0.083455,0.0,0.0,Bill Burr: You People Are All The Same,Bill Burr,,Jay Karas,,,"Taking the stage in Washington, D.C., funnyman Bill Burr brings his stinging brand of humor to the spotlight, uncorking a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",68.0,Comedy,,2012-08-16,11.0,8.1,2012.0,0.0,0.0
142563.0,tt2309977,0.078472,0.0,0.0,Fresh Guacamole,,,PES,,,"In this follow-up to his stop-motion hit Western Spaghetti, director PES transforms familiar objects into Fresh Guacamole.",2.0,Animation,,2012-03-02,29.0,7.9,2012.0,0.0,0.0
137366.0,tt2414166,0.332598,0.0,0.0,Led Zeppelin: Celebration Day,Robert Plant|Jimmy Page|John Paul Jones|Jason Bonham,http://www.ledzeppelin.com,Dick Carruthers,,concert film,"On December 10, 2007, Led Zeppelin took the stage at London's O2 Arena to headline a tribute concert for dear friend and Atlantic Records founder Ahmet Ertegun. What followed was a two-hour-plus tour de force of the band's signature blues-infused rock 'n' roll that instantly became part of the legend of Led Zeppelin. Founding members John Paul Jones, Jimmy Page and Robert Plant were joined by Jason Bonham, the son of their late drummer John Bonham, to perform 16 songs from their celebrated catalog including landmark tracks ""Whole Lotta Love,"" ""Rock And Roll,"" ""Kashmir,"" and ""Stairway To Heaven.""  .",124.0,Documentary|Music,,2012-10-17,16.0,7.7,2012.0,0.0,0.0
114887.0,tt2292576,0.004575,0.0,0.0,The Dream Team,Michael Jordan|Larry Bird|Magic Johnson|Charles Barkley,,Zak Levitt,The Greatest Team Ever Assembled!,sport|basketball|olympics|nba,"The world had rarely seen a frenzy as the one the Dream Team created when it arrived in Barcelona, Spain, in July 1992. The Dream Team featured 11 future Naismith Memorial Basketball Hall of Fame players and three future Hall of Famers on the coaching staff, including head coach Chuck Daly.",70.0,Documentary,NBA Entertainment,2012-06-13,11.0,8.0,2012.0,0.0,0.0
147538.0,tt2396224,0.019197,0.0,0.0,It's Such a Beautiful Day,,,Don Hertzfeldt,,short-term memory|mental instability,"Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy.",62.0,Fantasy|Animation|Comedy|Drama,Bitter Films,2012-10-05,51.0,7.9,2012.0,0.0,0.0
86705.0,tt2246779,0.016365,0.0,0.0,John Mulaney: New In Town,John Mulaney,http://comedians.jokes.com/john-mulaney,Ryan Polito|Jake Szymanski,,stand-up|stand up comedy,"Comedian John Mulaney recently released his debut one-hour Comedy Central stand-up special, New In Town, on DVD. New In Town was filmed over the course of two nights at the Skirball Theater in New York City.New In Town definitely brings the funny. Mulaney has a knack for self-deprecating humor, while sharing stories from throughout his life. He speaks of being bullied as a kid, tells an amazing tale about a high school party thrown by his teacher's son and why it's one of the reasons he doesn't drink anymore, and talks about how adults find joy in doing nothing",60.0,Comedy,Irwin Entertainment,2012-01-31,16.0,8.1,2012.0,0.0,0.0
157289.0,tt2088735,0.003731,0.0,0.0,Curfew,Fatima Ptacek|Shawn Christensen|Dana Segal|Kirsten Holly Smith|Kim Allen,,Shawn Christensen,,short,"At the lowest point of his life, Richie gets a call from his estranged sister, asking him to look after his nine-year old niece, Sophia, for a few hours.",19.0,Drama,Fuzzy Logic Pictures,2012-01-01,23.0,7.9,2012.0,0.0,0.0
84179.0,tt2129928,0.006642,110.0,0.0,Bones Brigade: An Autobiography,Tony Alva|Steve Caballero|Shepard Fairey|Tommy Guerrero|Ben Harper,,Stacy Peralta,,california|skateboarding|skateboarder,"When six teenage boys came together as a skateboarding team in the 1980s, they reinvented not only their chosen sport but themselves too â€“ as they evolved from insecure outsiders to the most influential athletes in the field.",90.0,Documentary,,2012-01-21,12.0,8.1,2012.0,104.471870948747,0.0
122.0,tt0167260,7.122455,94000000.0,1118888979.0,The Lord of the Rings: The Return of the King,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,http://www.lordoftherings.net,Peter Jackson,The eye of the enemy is moving.,elves|orcs|middle-earth (tolkien)|based on novel|suspicion,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",201.0,Adventure|Fantasy|Action,WingNut Films|New Line Cinema,2003-12-01,5636.0,7.9,2003.0,111423148.609557,1326278010.47567
24.0,tt0266697,6.174132,30000000.0,180949000.0,Kill Bill: Vol. 1,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,http://www.miramax.com/movie/kill-bill-volume-1/,Quentin Tarantino,Go for the kill.,japan|coma|martial arts|kung fu|underworld,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle â€“ but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",111.0,Action|Crime,Miramax Films|A Band Apart|Super Cool ManChu,2003-10-10,2932.0,7.6,2003.0,35560579.3434758,214488375.720753
22502.0,tt0296619,0.327103,0.0,0.0,Les Enfants de la Pluie,FrÃ©dÃ©ric Cerdal|Marjolaine Poulain|Fily Keita|Benjamin Pascal,,Philippe Leclerc,,,There is a world with two towns that are big enemies: Pyross and Hydross.,90.0,Animation|Adventure,MK2 Production,2003-06-25,10.0,7.6,2003.0,0.0,0.0
21525.0,tt0343121,0.23825,0.0,7808524.0,Tupac: Resurrection,Tupac Shakur,http://www.tupac-resurrection.com/,Lauren Lazin,In his own words,hip-hop|blunt|rap music|woman director,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",112.0,Music|Documentary,Paramount Pictures|MTV Films,2003-01-23,15.0,8.0,2003.0,0.0,9255854.57524784
51163.0,tt0285052,0.07715,0.0,0.0,Effroyables jardins,Jacques Villeret|AndrÃ© Dussollier|Thierry Lhermitte|BenoÃ®t Magimel|Suzanne Flon,,Jean Becker,,,"Lucien, 14, canâ€™t understand why his father, a serious and respected teacher, makes a fool of himself by dressing up as a clown and giving a show. AndrÃ©, Lucienâ€™s fatherâ€™s best friend, feels for the teenager and decides to reveal something from their mutual past that will explain the reason for Lucienâ€™s fatherâ€™s strange behavior.",95.0,Comedy|Drama,Canal+,2003-03-26,15.0,7.6,2003.0,0.0,0.0
489.0,tt0119217,2.202087,10000000.0,225933435.0,Good Will Hunting,Robin Williams|Matt Damon|Ben Affleck|Stellan SkarsgÃ¥rd|Minnie Driver,http://www.miramax.com/movie/good-will-hunting,Gus Van Sant,"Some people can never believe in themselves, until someone believes in them.",sex|baseball|boston|professor|m.i.t.,"Will Hunting, a janitor at MIT, has a gift for mathematics but needs help from a psychologist to find direction in his life.",126.0,Drama,Miramax Films|Lawrence Bender Productions|Be Gentlemen Limited Partnership,1997-12-05,1592.0,7.7,1997.0,13584603.2107209,306921606.651021
13929.0,tt0131409,0.559337,0.0,0.0,Geri's Game,Bob Peterson,,Jan Pinkava,Sometimes you don't need more than one person to not feel alone,chess|eyeglasses|pixar animated short|computer animation|park,"An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.",4.0,Animation|Family,Pixar Animation Studios,1997-11-24,183.0,7.8,1997.0,0.0,0.0
106646.0,tt0993846,4.877927,100000000.0,392000694.0,The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,http://www.thewolfofwallstreet.com/,Martin Scorsese,EARN. SPEND. PARTY.,corruption|sex|sexuality|bank|humor,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",180.0,Crime|Drama|Comedy,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,2013-12-25,4027.0,7.9,2013.0,93603335.2740424,366925723.881393
57158.0,tt1170358,4.310786,250000000.0,958400000.0,The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,http://www.thehobbit.com/,Peter Jackson,Beyond darkness... beyond desolation... lies the greatest danger of all.,elves|dwarves|orcs|middle-earth (tolkien)|hobbits,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",161.0,Adventure|Fantasy,WingNut Films|New Line Cinema|Metro-Goldwyn-Mayer (MGM),2013-12-11,2952.0,7.6,2013.0,234008338.185106,897094365.266423
152601.0,tt1798709,3.951582,23000000.0,47351251.0,Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,http://www.herthemovie.com/,Spike Jonze,A Spike Jonze Love Story,artificial intelligence|computer|loneliness,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",126.0,Romance|Science Fiction|Drama,Annapurna Pictures,2013-12-18,2422.0,7.8,2013.0,21528767.1130297,44322350.2299834
76203.0,tt2024544,3.625529,20000000.0,187000000.0,12 Years a Slave,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o|Benedict Cumberbatch|Paul Dano,,Steve McQueen,The extraordinary true story of Solomon Northup,whip|slavery|plantation|night shift|kidnapping,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomonâ€™s chance meeting with a Canadian abolitionist will forever alter his life.",134.0,Drama|History,Plan B Entertainment|Regency Enterprises|River Road Entertainment|Film4|New Regency Pictures,2013-10-18,2241.0,7.9,2013.0,18720667.0548084,175038236.962459
122906.0,tt2194499,2.195536,0.0,87100449.0,About Time,Rachel McAdams|Bill Nighy|Domhnall Gleeson|Tom Hollander|Margot Robbie,,Richard Curtis,A new funny film about love. With a bit of time travel.,london|father-son relationship|time travel,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life â€“ so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",123.0,Comedy|Drama|Science Fiction,Working Title Films|Translux,2013-08-16,1329.0,7.7,2013.0,0.0,81528925.3026663
96721.0,tt1979320,2.119986,38000000.0,90247624.0,Rush,Daniel BrÃ¼hl|Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara|Natalie Dormer,,Ron Howard,Everyone's driven by something.,world champion|sport|racing car|formula 1|automobile racing,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,123.0,Drama|Action,Revolution Films|Working Title Films|Cross Creek Pictures|Exclusive Media Group|Double Negative,2013-09-02,1472.0,7.7,2013.0,35569267.4041361,84474786.0695772
146233.0,tt1392214,2.032167,46000000.0,122126687.0,Prisoners,Hugh Jackman|Jake Gyllenhaal|Paul Dano|Maria Bello|Melissa Leo,http://prisonersmovie.warnerbros.com/,Denis Villeneuve,Every moment matters.,pennsylvania|maze|vigilante|kidnapping|rural setting,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",153.0,Drama|Thriller|Crime,Alcon Entertainment|Madhouse Entertainment|8:38 Productions,2013-09-18,1826.0,7.8,2013.0,43057534.2260595,114314652.29169
142061.0,tt2166834,1.905773,3500000.0,0.0,"Batman: The Dark Knight Returns, Part 2",Peter Weller|Ariel Winter|David Selby|Michael Emerson|Mark Valley,,Jay Oliva,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,future|joker|robin|based on graphic novel|dystopic future,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,78.0,Animation|Action,DC Comics|Warner Bros. Animation|Warner Premiere|DC Entertainment,2013-01-18,263.0,7.8,2013.0,3276116.73459148,0.0
152532.0,tt0790636,1.765514,5000000.0,55198285.0,Dallas Buyers Club,Matthew McConaughey|Jennifer Garner|Jared Leto|Denis O'Hare|Steve Zahn,,Jean-Marc VallÃ©e,Sometimes it takes a hustler to change the world,women|aids|biography|based on true story|hiv,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",117.0,Drama|History,Universal Studios|Universal Pictures|Voltage Pictures|Truth Entertainment,2013-09-07,1831.0,7.8,2013.0,4680166.76370212,51667435.7740715
109424.0,tt1535109,1.40572,55000000.0,95000000.0,Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,http://www.captainphillipsmovie.com,Paul Greengrass,Out here survival is everything.,ship|hijacking|somalia|fisherman|blood,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",134.0,Action|Drama|Thriller,Columbia Pictures,2013-10-10,1729.0,7.7,2013.0,51481834.4007233,88923168.5103403
169813.0,tt2370248,1.333929,0.0,1600000.0,Short Term 12,Brie Larson|John Gallagher Jr.|Kaitlyn Dever|Rami Malek|Keith Stanfield,http://www.shortterm12.com/,Destin Cretton,Support them. Take care of them. But don't become their friend.,child abuse|suicide attempt|social worker|based on short film|pregnancy,"Grace, a compassionate young supervisor at a foster care facility, works with her boyfriend and colleague, Mason, to help at-risk teens. But when a new charge dredges up memories of her own troubled past, Grace's tough exterior begins eroding.",96.0,Drama,Traction Media|Animal Kingdom,2013-08-23,301.0,7.8,2013.0,0.0,1497653.36438467
152742.0,tt1924396,0.873687999999999,13500000.0,19255873.0,La migliore offerta,Geoffrey Rush|Jim Sturgess|Sylvia Hoeks|Donald Sutherland|Maximilian Dirr,http://lamiglioreoffertailfilm.it,Giuseppe Tornatore,A Master of Possession. A Crime of Obsession,painting|auctioneer|confidence game|fine art|honey pot,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her familyâ€™s priceless art collection, Virgil allows himself to form an attachment to her â€“ and soon he is engulfed by a passion which will rock his bland existence to the core.",124.0,Drama|Romance|Crime|Mystery,Paco Cinematografica|Warner Bros.|Regione Lazio|Business Location Sudtirol Alto Adige|Friuli Venezia Giulia Film Commission,2013-01-01,389.0,7.7,2013.0,12636450.2619957,18024139.3641338
229407.0,tt3405276,0.813456,0.0,0.0,Puppy,Pierre Coffin,,Yarrow Cheney|Bruno Dequier,,madcap comedy,"A Minion, seeing many owners walk their dogs, wants a puppy of his own. He tries to leash a ladybug but fails. Luckily, a UFO that sweeps away the ladybug somehow agrees to become a Puppy.",5.0,Animation|Family,Illumination Entertainment,2013-12-10,81.0,7.8,2013.0,0.0,0.0
313106.0,tt2779318,0.661187,0.0,0.0,Doctor Who: The Day of the Doctor,Matt Smith|David Tennant|Christopher Eccleston|John Hurt|Paul McGann,http://www.bbc.co.uk/programmes/p01l1z04,Nick Hurran,,time travel|alien,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",77.0,Science Fiction|Adventure,,2013-11-23,190.0,8.0,2013.0,0.0,0.0
217316.0,tt2518788,0.364669,0.0,0.0,1,Michael Fassbender|Niki Lauda|Michael Schumacher|Lewis Hamilton|Jenson Button,https://www.facebook.com/1thefilm,Paul Crowder,The True Story of the Drivers Who Risked Their Lives and Changed the Sport Forever,speed|racing|formula 1|race car driver,"Set in the golden era of Grand Prix Racing '1' tells the story of a generation of charismatic drivers who raced on the edge, risking their lives during Formula 1's deadliest period, and the men who stood up and changed the sport forever.",112.0,Documentary,Exclusive Media Group|Universum Film (UFA)|Spitfire Pictures|Flat-Out Films,2013-09-30,25.0,7.6,2013.0,0.0,0.0
159008.0,tt2215151,0.284097,0.0,0.0,Inequality for All,Robert Reich|Dolly Parton|Tyne Daly|Lily Tomlin|Mary Tyler Moore,http://inequalityforall.com/,Jacob Kornbluth,,upper class|middle class|economics|inequality|poor,U.S. Labor Secretary Robert Reich tries to raise awareness of the country's widening economic gap.,88.0,Documentary,72 Productions,2013-01-19,28.0,7.9,2013.0,0.0,0.0
158999.0,tt2545118,0.278117,0.0,0.0,Blackfish,Kim Ashdown|Ken Balcomb|Samantha Berg|John Hargrove|Mark Simmons,,Gabriela Cowperthwaite,Never capture what you can't control.,whale|killer whale|woman director,"Notorious killer whale Tilikum is responsible for the deaths of three individuals, including a top killer whale trainer. Blackfish shows the sometimes devastating consequences of keeping such intelligent and sentient creatures in captivity.",83.0,Documentary,Manny O Productions,2013-06-07,322.0,7.9,2013.0,0.0,0.0
